url,jurisdiction,case_id,title,decision_year,nace_code,nace_label,companies,legal_basis,companies_normalized,docx_path
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-de-la-federation-nationale-des-syndicats-dagents-generaux-dassurances,French,96-D-19,relative à une saisine de la Fédération nationale des syndicats d'agents généraux d'assurances (F.N.S.A.G.A.),1996,K,Financial and Insurance Activities,"['Chambre nationale des huissiers de justice', 'Uni Europe', 'Pao Unicam']",,"[""chambre nationale des huissiers de justice"", ""uni europe"", ""pao unicam""]",relative-une-saisine-de-la-federation-nationale-des-syndicats-dagents-generaux-dassurances.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-par-le-conseil-regional-de-lordre-des-architectes,French,96-D-18,relative à des pratiques mises en oeuvre par le conseil régional de l'ordre des architectes d'Auvergne et des cabinets d'architecture à l'occasion d'un marché public,1996,F,Construction,"['conseil régional de l\'ordre des architectes d\'Auvergne', 'société civile professionnelle Bosloup et Ravoux', 'cabinets Archi 3 A', 'cabinets Pavlovic']",Art. 101 TFEU,"[""conseil regional de l'ordre des architectes d'auvergne"", ""societe civile professionnelle bosloup et ravoux"", ""cabinets archi 3 a"", ""cabinets pavlovic""]",relative-des-pratiques-mises-en-oeuvre-par-le-conseil-regional-de-lordre-des-architectes.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-concurrence-3,French,96-MC-03,relative à une demande de mesures conservatoires présentée par la société Concurrence,1996,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Concurrence', 'Établissements Darty et Fils', 'Fnac S.A.', 'Sony France']",,"[""concurrence"", ""etablissements darty et fils"", ""fnac"", ""sony""]",relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-concurrence-3.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-par-la-societe-desvres,French,96-D-20,relative à des pratiques mises en oeuvre par la société Desvres,1996,C,Manufacturing,"['Desvres', 'Carmat Ludres', 'Siplast', 'Villeroy et Boch', 'Cerabati', 'Weber et Broutin']",,"[""desvres"", ""carmat ludres"", ""siplast"", ""villeroy et boch"", ""cerabati"", ""weber et broutin""]",relative-des-pratiques-mises-en-oeuvre-par-la-societe-desvres.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-au-fond-et-une-demande-de-mesures-conservatoires-presentee-par-la,French,96-D-21,"relative à une saisine au fond et une demande de mesures conservatoires présentée par la Confédération française des hôteliers, restaurateurs, cafetiers et discothèques",1996,I,Accommodation and Food Service Activities,"['Confédération française des hôteliers, restaurateurs, cafetiers et discothèques', 'société des hôtels Ibis', 'société Sphère', 'Association des franchisés Ibis']",,"[""confederation francaise des hoteliers, restaurateurs, cafetiers et discotheques"", ""societe des hotels ibis"", ""societe sphere"", ""association des franchises ibis""]",relative-une-saisine-au-fond-et-une-demande-de-mesures-conservatoires-presentee-par-la.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-dans-le-secteur-de-ladministration-de-biens-et-de,French,96-D-24,relative à des pratiques relevées dans le secteur de l'administration de biens et de l'expertise immobilière,1996,L,Real Estate Activities,"['Fédération nationale de l\'immobilier (Fnaim)', 'Chambre syndicale interdépartementale des professions immobilières de Paris et de l\'Ile-de-France']",,"[""federation nationale de l'immobilier (fnaim)"", ""chambre syndicale interdepartementale des professions immobilieres de paris et de l'ile-de-""]",relative-des-pratiques-relevees-dans-le-secteur-de-ladministration-de-biens-et-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/concernant-lexecution-de-la-decision-ndeg-86-9-dc-du-23-juillet-1986-relative-la-situation,French,96-D-23,concernant l'exécution de la décision n° 86-9-DC du 23 juillet 1986 relative à la situation de la concurrence dans le secteur de l'administration de biens et de l'expertise immobilière,1996,L,Real Estate Activities,['Fédération nationale de l\'immobilier (Fnaim)'],,"[""federation nationale de l'immobilier (fnaim)""]",concernant-lexecution-de-la-decision-ndeg-86-9-dc-du-23-juillet-1986-relative-la-situation.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-par-des-entreprises-de-taxis-de-lot-et-garonne-sur,French,96-D-26,relative à des pratiques mises en oeuvre par des entreprises de taxis de Lot-et-Garonne sur le marché du transport des malades assis,1996,H,Transportation and Storage,"['syndicat artisanal des taxis ruraux de Lot-et-Garonne', 'caisse maladie régionale Aquitaine', 'caisse primaire d\'assurance maladie de Lot-et-Garonne', 'syndicat des chauffeurs de taxi de Lot-et-Garonne', 'syndicat interdépartemental des taxis de Lot-et-Garonne']",,"[""syndicat artisanal des taxis ruraux de lot-et-garonne"", ""caisse maladie regionale aquitaine"", ""caisse primaire d'assurance maladie de lot-et-garonne"", ""syndicat des chauffeurs de taxi de lot-et-garonne"", ""syndicat interdepartemental des taxis de lot-et-garonne""]",relative-des-pratiques-mises-en-oeuvre-par-des-entreprises-de-taxis-de-lot-et-garonne-sur.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-loccasion-de-la-passation-de-marches-publics-dans-le,French,96-D-25,relative à des pratiques relevées à l'occasion de la passation de marchés publics dans le secteur des travaux d'électricité dans le département du Gard,1996,F,Construction,"['Cégélec', 'Electro Industrie', 'L\'Entreprise industrielle', 'Forclum', 'Fournier-Grospaud', 'Sals et compagnie', 'Santerne', 'Spie Trindel', 'Sud-Electricité']",Art. 101 TFEU,"[""cegelec"", ""electro industrie"", ""l'entreprise industrielle"", ""forclum"", ""fournier-grospaud"", ""sals et compagnie"", ""santerne"", ""spie trindel"", ""sud-electricite""]",relative-des-pratiques-relevees-loccasion-de-la-passation-de-marches-publics-dans-le.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-par-des-entreprises-de-transport-sanitaire-lors-7,French,96-D-22,relative à des pratiques mises en oeuvre par des entreprises de transport sanitaire lors de la passation d'un marché avec le centre hospitalier régional d'Amiens,1996,H,Transportation and Storage,"['association ATSU-Pivot 80', 'S.A.R.L. Ambulances Autret', 'S.A. Ambulances Delacour', 'E.U.R.L. Ambulances du Marquenterre', 'S.A.R.L. AB Ambulances', 'S.A.R.L. Ambulances Duverger', 'S.A.R.L. Ambulances abbevilloises', 'S.A.R.L. Ambulances de Conty', 'S.A.R.L. Ambulances Fourgeroux', 'S.A.R.L. Ambulances du Vimeu', 'S.A.R.L. Ambulances des Evoissons', 'S.A.R.L. Ambulances du Pont', 'S.A.R.L. Péronne Ambulance', 'S.A.R.L. Ambulances de la Bresle', 'S.A.R.L. Ambulances Devauchelle et fils', 'S.A.R.L. Oprea Ambulances-action rapide secours', 'S.A.R.L. Sud Ambulances', 'S.A.R.L. Ambulances Crécéennes', 'S.O.S. Ambulances', 'Ambulances Sainte-Anne', 'Ambulances régionales', 'Ambulance fressennevilloise', 'Ambulances de Molliens-Dreuil', 'Ambulances Picquigny', 'Ambulances Delbrayelle', 'Ambulances modernes', 'Ambulances Castellano', 'Ambulances Haye', 'Ambulances du Santerre', 'Ambulances Trouillet', 'Nesle Ambulances', 'Ambulances Devaux']",Art. 101 TFEU,"[""association atsu-pivot 80"", ""s.a.r.l. ambulances autret"", ""s.a. ambulances delacour"", ""e.u.r.l. ambulances du marquenterre"", ""s.a.r.l. ab ambulances"", ""s.a.r.l. ambulances duverger"", ""s.a.r.l. ambulances abbevilloises"", ""s.a.r.l. ambulances de conty"", ""s.a.r.l. ambulances fourgeroux"", ""s.a.r.l. ambulances du vimeu"", ""s.a.r.l. ambulances des evoissons"", ""s.a.r.l. ambulances du pont"", ""s.a.r.l. peronne ambulance"", ""s.a.r.l. ambulances de la bresle"", ""s.a.r.l. ambulances devauchelle et fils"", ""s.a.r.l. oprea ambulances-action rapide secours"", ""s.a.r.l. sud ambulances"", ""s.a.r.l. ambulances creceennes"", ""s.o.s. ambulances"", ""ambulances sainte-anne"", ""ambulances regionales"", ""ambulance fressennevilloise"", ""ambulances de molliens-dreuil"", ""ambulances picquigny"", ""ambulances delbrayelle"", ""ambulances modernes"", ""ambulances castellano"", ""ambulances haye"", ""ambulances du santerre"", ""ambulances trouillet"", ""nesle ambulances"", ""ambulances devaux""]",relative-des-pratiques-mises-en-oeuvre-par-des-entreprises-de-transport-sanitaire-lors-7.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-dans-le-secteur-du-beton-pret-lemploi-dans-lest-et-le-nord-de-la,French,96-D-27,relative à une saisine dans le secteur du béton prêt à l'emploi dans l'Est et le Nord de la région parisienne,1996,F,Construction,['Cedest'],Art. 101 TFEU,"[""cedest""]",relative-une-saisine-dans-le-secteur-du-beton-pret-lemploi-dans-lest-et-le-nord-de-la.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-situation-de-la-concurrence-dans-le-secteur-de-lassurance-ski-0,French,96-D-40,relative à la situation de la concurrence dans le secteur de l'assurance ski,1996,K,Financial and Insurance Activities,"['General Accident Fire and Live', 'Fédération française de ski', 'Syndicat national des téléphériques et téléskis de France']",,"[""general accident fire and live"", ""federation francaise de ski"", ""syndicat national des telepheriques et teleskis de""]",relative-la-situation-de-la-concurrence-dans-le-secteur-de-lassurance-ski-0.docx
https://www.autoritedelaconcurrence.fr/fr/decision/concernant-la-situation-de-la-concurrence-sur-le-marche-des-tubes-en-polychlorure-de,French,96-D-30,concernant la situation de la concurrence sur le marché des tubes en polychlorure de vinyle,1996,C,Manufacturing,"['Alphacan', 'Wavin', 'Sotra industries', 'Seperef Sabla sa', 'Seperef snc']",,"[""alphacan"", ""wavin"", ""sotra industries"", ""seperef sabla"", ""seperef""]",concernant-la-situation-de-la-concurrence-sur-le-marche-des-tubes-en-polychlorure-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-et-une-demande-de-mesures-conservatoires-presentees-par-le-centre,French,96-D-32,relative à une saisine et à une demande de mesures conservatoires présentées par le Centre d'assistance technique de l'artisanat et du commerce,1996,M,"Professional, Scientific and Technical Activities","['Centre d\'assistance technique de l\'artisanat et du commerce', 'chambre des métiers de la Haute-Garonne', 'conseil régional de l\'ordre des experts-comptables de Toulouse-Midi-Pyrénées']",,"[""centre d'assistance technique de l'artisanat et du commerce"", ""chambre des metiers de la haute-garonne"", ""conseil regional de l'ordre des experts-comptables de toulouse-midi-pyrenees""]",relative-une-saisine-et-une-demande-de-mesures-conservatoires-presentees-par-le-centre.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-loccasion-dun-marche-de-travaux-routiers-dans-le,French,96-D-35,relative à des pratiques relevées à l'occasion d'un marché de travaux routiers dans le département du Calvados,1996,F,Construction,"['S.A. Les Carrières de Mouen', 'S.A. Girard & Fossez et Compagnie']",Art. 101 TFEU,"[""s.a. les carrieres de mouen"", ""s.a. girard & fossez et compagnie""]",relative-des-pratiques-relevees-loccasion-dun-marche-de-travaux-routiers-dans-le.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-de-m-jean-yves-sellier,French,96-D-34,relative à une saisine de M. Jean-Yves Sellier,1996,M,"Professional, Scientific and Technical Activities",[],,[],relative-une-saisine-de-m-jean-yves-sellier.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-tarification-des-honoraires-de-veterinaires-dans-le-departement-de-saone-et,French,96-D-33,relative à la tarification des honoraires de vétérinaires dans le département de Saône-et-Loire,1996,M,"Professional, Scientific and Technical Activities",['Syndicat des vétérinaires de Saône-et-Loire'],,"[""syndicat des veterinaires de saone-et-loire""]",relative-la-tarification-des-honoraires-de-veterinaires-dans-le-departement-de-saone-et.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-concurrence,French,96-D-38,relative à une demande de mesures conservatoires présentée par la société Concurrence,1996,J,Information and Communication,"['Concurrence', 'Sony France']",,"[""concurrence"", ""sony""]",relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-concurrence.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-lors-dun-appel-doffres-pour-des-equipements,French,96-D-37,relative à des pratiques relevées lors d'un appel d'offres pour des équipements électromécaniques d'une station de pompage située à la sortie Toulon-Est de l'autoroute A 57,1996,F,Construction,"['Sogéa Sud-Est', 'Société d\'installation phocéenne hydroélectrique', 'Montel', 'Sogéa Côte d\'Azur', 'établissements Degreane']",Art. 101 TFEU,"[""sogea sud-est"", ""societe d'installation phoceenne hydroelectrique"", ""montel"", ""sogea cote d'azur"", ""etablissements degreane""]",relative-des-pratiques-relevees-lors-dun-appel-doffres-pour-des-equipements.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-dans-le-reseau-de-franchise-de-vetements-pour-enfants-de,French,96-D-36,relative à des pratiques relevées dans le réseau de franchise de vêtements pour enfants de la marque Z,1996,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Groupe Zannier', 'Zannier S.A.', 'CAZ Services']",Art. 101 TFEU,"[""groupe zannier"", ""zannier"", ""caz services""]",relative-des-pratiques-relevees-dans-le-reseau-de-franchise-de-vetements-pour-enfants-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-mesures-conservatoires-presentee-par-m-espinguet,French,96-MC-04,relative à une demande de mesures conservatoires présentée par M. Espinguet,1996,N,Administrative and Support Service Activities,['Française des jeux'],Art. 102 TFEU,"[""francaise des jeux""]",relative-une-demande-de-mesures-conservatoires-presentee-par-m-espinguet.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-dans-le-secteur-de-la-distribution-du-materiel-de-plongee,French,96-D-39,relative à des pratiques relevées dans le secteur de la distribution du matériel de plongée sous-marine,1996,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Spirotechnique', 'Scubapro', 'Subchandlers', 'Beuchat', 'Airdif', 'Maréquipement', 'Cavalero']",Art. 101 TFEU,"[""spirotechnique"", ""scubapro"", ""subchandlers"", ""beuchat"", ""airdif"", ""marequipement"", ""cavalero""]",relative-des-pratiques-relevees-dans-le-secteur-de-la-distribution-du-materiel-de-plongee.docx
